problem,has_bounds,init_source,n_runs,success_rate,success_any,best_nfev,median_nfev,best_time,median_time,best_f_final,fallback_rate
GENHS28,FALSE,random_raw,10,1,TRUE,1,1,0.10944304,0.111351822,1.60E+40,0
GIGOMEZ2,FALSE,cutest,1,0,FALSE,,,,,,0
GIGOMEZ2,FALSE,llm_post,5,0,FALSE,,,,,,0
GIGOMEZ2,FALSE,llm_raw,5,0,FALSE,,,,,,0
GIGOMEZ2,FALSE,random_post,10,1,TRUE,1,1,0.084704691,0.088107118,-9.00E+19,0
GIGOMEZ2,FALSE,random_raw,10,1,TRUE,1,1,0.087708609,0.090098519,-9.00E+19,0
GOTTFR,FALSE,cutest,1,1,TRUE,1,1,0.0045359,0.0045359,0,0
GOTTFR,FALSE,llm_post,5,1,TRUE,1,1,0.001244137,0.001338651,0,0
GOTTFR,FALSE,llm_raw,5,1,TRUE,1,1,0.002173546,0.002217641,0,0
GOTTFR,FALSE,random_post,10,1,TRUE,1,1,0.002210626,0.002269892,0,0
GOTTFR,FALSE,random_raw,10,1,TRUE,1,1,0.001131367,0.001234877,0,0
GROUPING,TRUE,cutest,1,1,TRUE,71,71,0.260225698,0.260225698,2.89E-11,0
GROUPING,TRUE,llm_post,5,1,TRUE,56,56,0.117390274,0.118736647,3.98E-11,0
GROUPING,TRUE,llm_raw,5,1,TRUE,47,50,0.095544626,0.096786213,1.15E-11,0
GROUPING,TRUE,random_post,10,1,TRUE,63,72.5,0.144325927,0.158415621,1.87E-11,0
GROUPING,TRUE,random_raw,10,1,TRUE,36,41,0.070033181,0.078059916,1.44E-12,0
HAIFAM,FALSE,cutest,1,0,FALSE,,,,,,0
HAIFAM,FALSE,llm_post,5,0,FALSE,,,,,,0
HAIFAM,FALSE,llm_raw,5,0,FALSE,,,,,,0
HAIFAM,FALSE,random_post,10,1,TRUE,1,1,0.157192039,0.160210638,-9.98E+21,0
HAIFAM,FALSE,random_raw,10,1,TRUE,1,1,0.15684191,0.161774239,-9.98E+21,0
HAIFAS,FALSE,cutest,1,0,FALSE,,,,,,0
HAIFAS,FALSE,llm_post,5,0,FALSE,,,,,,0
HAIFAS,FALSE,llm_raw,5,0,FALSE,,,,,,0
HAIFAS,FALSE,random_post,10,1,TRUE,1,1,0.091857895,0.093717224,-9.98E+19,0
HAIFAS,FALSE,random_raw,10,1,TRUE,1,1,0.09289682,0.094150957,-9.98E+19,0
HALDMADS,FALSE,cutest,1,0,FALSE,,,,,,0
HALDMADS,FALSE,llm_post,5,0,FALSE,,,,,,0
HALDMADS,FALSE,llm_raw,5,0,FALSE,,,,,,0
HALDMADS,FALSE,random_post,10,1,TRUE,1,1,0.08745158,0.089058064,1.10E+19,0
HALDMADS,FALSE,random_raw,10,1,TRUE,1,1,0.086805839,0.091077147,-6.18E+19,0
HART6,TRUE,cutest,1,1,TRUE,17,17,0.093439023,0.093439023,-3.322886892,0
HART6,TRUE,llm_post,5,1,TRUE,15,17,0.000299886,0.000362054,-3.322886892,0
HART6,TRUE,llm_raw,5,1,TRUE,15,17,0.000294871,0.000363614,-3.322886892,0
HART6,TRUE,random_post,10,1,TRUE,14,22.5,0.000319141,0.000732489,-3.322886892,0
HART6,TRUE,random_raw,10,1,TRUE,14,22.5,0.000365614,0.001021096,-3.322886892,0
HATFLDD,FALSE,cutest,1,1,TRUE,27,27,0.060111834,0.060111834,2.55E-07,0
HATFLDD,FALSE,llm_post,5,1,TRUE,27,28,0.000633074,0.000709104,2.55E-07,0
HATFLDD,FALSE,llm_raw,5,1,TRUE,27,28,0.000672015,0.000698256,2.55E-07,0
HATFLDD,FALSE,random_post,10,1,TRUE,1,1,0.0001215,0.000139829,14.04404086,0
HATFLDD,FALSE,random_raw,10,1,TRUE,1,1,0.000130227,0.00017248,14.04404086,0
HATFLDF,FALSE,cutest,1,1,TRUE,1,1,0.004133465,0.004133465,0,0
HATFLDF,FALSE,llm_post,5,1,TRUE,1,1,0.002168417,0.002225458,0,0
HATFLDF,FALSE,llm_raw,5,1,TRUE,1,1,0.001574922,0.001631325,0,0
HATFLDF,FALSE,random_post,10,1,TRUE,1,1,0.00194869,0.002376209,0,0
HATFLDF,FALSE,random_raw,10,1,TRUE,1,1,0.001089747,0.001263223,0,0
HATFLDFL,FALSE,cutest,1,1,TRUE,10,10,0.031827745,0.031827745,6.66E-05,0
HATFLDFL,FALSE,llm_post,5,1,TRUE,10,17,0.000445466,0.000656186,6.66E-05,0
HATFLDFL,FALSE,llm_raw,5,1,TRUE,10,17,0.000498426,0.000650982,6.66E-05,0
HATFLDFL,FALSE,random_post,10,1,TRUE,37,200.5,0.000499101,0.003142477,1.49E+37,0
HATFLDFL,FALSE,random_raw,10,1,TRUE,37,200.5,0.001368179,0.005562248,1.49E+37,0
HATFLDG,FALSE,cutest,1,1,TRUE,1,1,0.004495803,0.004495803,0,0
HATFLDG,FALSE,llm_post,5,1,TRUE,1,1,0.001700386,0.001756465,0,0
HATFLDG,FALSE,llm_raw,5,1,TRUE,1,1,0.001614411,0.001694241,0,0
HATFLDG,FALSE,random_post,10,1,TRUE,1,1,0.001698661,0.001742797,0,0
HATFLDG,FALSE,random_raw,10,1,TRUE,1,1,0.001211253,0.001332305,0,0
HATFLDH,TRUE,cutest,1,1,TRUE,7,7,0.012360369,0.012360369,-49.98400068,0
HATFLDH,TRUE,llm_post,5,1,TRUE,7,7,0.007899466,0.008876525,-49.99485137,0
HATFLDH,TRUE,llm_raw,5,1,TRUE,7,7,0.008179737,0.008405618,-49.99506069,0
HATFLDH,TRUE,random_post,10,1,TRUE,7,8,0.008051176,0.009857235,-49.99753082,0
HATFLDH,TRUE,random_raw,10,1,TRUE,8,10,0.009755648,0.012445355,-49.99753082,0
HEART6LS,FALSE,cutest,1,1,TRUE,510,510,0.122674484,0.122674484,0.035283531,0
HEART6LS,FALSE,llm_post,5,0.8,TRUE,369,439.5,0.00540009,0.014835838,0.035283531,0
HEART6LS,FALSE,llm_raw,5,0.8,TRUE,369,439.5,0.012899031,0.014863936,0.035283531,0
HEART6LS,FALSE,random_post,10,1,TRUE,2,3,0.000117729,0.000160259,0,0
HEART6LS,FALSE,random_raw,10,1,TRUE,2,3,0.000129393,0.000200685,0,0
HEART8,FALSE,cutest,1,1,TRUE,1,1,0.005185932,0.005185932,0,0
HEART8,FALSE,llm_post,5,1,TRUE,1,1,0.002184717,0.002234044,0,0
HEART8,FALSE,llm_raw,5,1,TRUE,1,1,0.00108186,0.001121693,0,0
HEART8,FALSE,random_post,10,1,TRUE,1,1,0.001063296,0.004548291,0,0
HEART8,FALSE,random_raw,10,1,TRUE,1,1,0.001107635,0.0012389,0,0
HEART8LS,FALSE,cutest,1,1,TRUE,423,423,0.129294971,0.129294971,5.61E-13,0
HEART8LS,FALSE,llm_post,5,0.4,TRUE,423,445.5,0.010677202,0.012746159,4.30E-13,0
HEART8LS,FALSE,llm_raw,5,0.4,TRUE,423,445.5,0.013074722,0.014802293,4.30E-13,0
HEART8LS,FALSE,random_post,10,0.9,TRUE,2,95,0.000150484,0.00105884,0,0
HEART8LS,FALSE,random_raw,10,0.9,TRUE,2,95,0.000275304,0.002697193,0,0
HELIX,FALSE,cutest,1,1,TRUE,34,34,0.038987887,0.038987887,5.34E-17,0
HELIX,FALSE,llm_post,5,1,TRUE,29,34,0.000690379,0.000768621,5.34E-17,0
HELIX,FALSE,llm_raw,5,1,TRUE,29,34,0.000641946,0.000752852,5.34E-17,0
HELIX,FALSE,random_post,10,1,TRUE,26,32.5,0.000610741,0.000804287,2.49E-18,0
HELIX,FALSE,random_raw,10,1,TRUE,26,32.5,0.000799916,0.001634776,2.49E-18,0
HIMMELBA,FALSE,cutest,1,1,TRUE,1,1,0.001386579,0.001386579,0,0
HIMMELBA,FALSE,llm_post,5,1,TRUE,1,1,0.00021274,0.00025776,0,0
HIMMELBA,FALSE,llm_raw,5,1,TRUE,1,1,9.29E-05,0.000100368,0,0
HIMMELBA,FALSE,random_post,10,1,TRUE,1,1,0.000124851,0.000146505,0,0
HIMMELBA,FALSE,random_raw,10,1,TRUE,1,1,8.88E-05,0.00010874,0,0
HIMMELBD,FALSE,cutest,1,1,TRUE,1,1,0.00425155,0.00425155,0,0
HIMMELBD,FALSE,llm_post,5,1,TRUE,1,1,0.001796973,0.002263225,0,0
HIMMELBD,FALSE,llm_raw,5,1,TRUE,1,1,0.001257942,0.002339312,0,0
HIMMELBD,FALSE,random_post,10,1,TRUE,1,1,0.001224212,0.001452865,0,0
HIMMELBD,FALSE,random_raw,10,1,TRUE,1,1,0.001068969,0.001156925,0,0
HIMMELBE,FALSE,cutest,1,1,TRUE,1,1,0.004181259,0.004181259,0,0
HIMMELBE,FALSE,llm_post,5,1,TRUE,1,1,0.001226772,0.001308108,0,0
HIMMELBE,FALSE,llm_raw,5,1,TRUE,1,1,0.002211231,0.002299782,0,0
HIMMELBE,FALSE,random_post,10,1,TRUE,1,1,0.001612932,0.001736696,0,0
HIMMELBE,FALSE,random_raw,10,1,TRUE,1,1,0.00112416,0.001239872,0,0
HIMMELBG,FALSE,cutest,1,1,TRUE,10,10,0.029269237,0.029269237,9.06E-15,0
HIMMELBG,FALSE,llm_post,5,1,TRUE,10,10,0.000528896,0.000586828,9.06E-15,0
HIMMELBG,FALSE,llm_raw,5,1,TRUE,10,10,0.000515602,0.000551441,9.06E-15,0
HIMMELBG,FALSE,random_post,10,1,TRUE,1,10,0.000220295,0.000534471,0,0
HIMMELBG,FALSE,random_raw,10,1,TRUE,1,10,0.000264781,0.000547896,0,0.8
HIMMELBH,FALSE,cutest,1,1,TRUE,9,9,0.003665268,0.003665268,-1,0
HIMMELBH,FALSE,llm_post,5,1,TRUE,9,9,0.000332436,0.000498524,-1,0
HIMMELBH,FALSE,llm_raw,5,1,TRUE,9,9,0.000449524,0.000592354,-1,0
HIMMELBH,FALSE,random_post,10,1,TRUE,4,4,0.000130123,0.0001653,-1.00E+60,0
HIMMELBH,FALSE,random_raw,10,1,TRUE,4,4,0.000146836,0.000175611,-1.00E+60,0
HIMMELBI,TRUE,cutest,1,1,TRUE,28,28,0.17863848,0.17863848,-1754.999991,0
HIMMELBI,TRUE,llm_post,5,1,TRUE,31,31,0.061017422,0.06179459,-1754.99999,0
HIMMELBI,TRUE,llm_raw,5,1,TRUE,28,28,0.053640067,0.055480906,-1754.999991,0
HIMMELBI,TRUE,random_post,10,1,TRUE,29,30,0.056555786,0.06064075,-1754.999986,0
HIMMELBI,TRUE,random_raw,10,1,TRUE,3,3,0.0110775,0.012548361,-1755,0
HIMMELBJ,TRUE,cutest,1,0,FALSE,,,,,,0
HIMMELBJ,TRUE,llm_post,5,0,FALSE,,,,,,0
HIMMELBJ,TRUE,llm_raw,5,0,FALSE,,,,,,0
HIMMELBJ,TRUE,random_post,10,0,FALSE,,,,,,0
HIMMELBJ,TRUE,random_raw,10,1,TRUE,1,1,0.000433244,0.000536868,-1.88E+22,0
HIMMELP2,TRUE,cutest,1,1,TRUE,17,17,0.025964017,0.025964017,-62.05393506,0
HIMMELP2,TRUE,llm_post,5,1,TRUE,15,17,0.0187432,0.022151613,-62.05393506,0
HIMMELP2,TRUE,llm_raw,5,1,TRUE,15,17,0.019595925,0.021534281,-62.05393506,0
HIMMELP2,TRUE,random_post,10,1,TRUE,14,14,0.016931614,0.019224498,-62.05393506,0
HIMMELP2,TRUE,random_raw,10,1,TRUE,11,14,0.015574506,0.018458169,-62.05393506,0
HIMMELP3,TRUE,cutest,1,1,TRUE,10,10,0.016500101,0.016500101,-59.01144891,0
HIMMELP3,TRUE,llm_post,5,1,TRUE,10,11,0.011563752,0.013073394,-59.01191862,0
HIMMELP3,TRUE,llm_raw,5,1,TRUE,10,11,0.011873766,0.013526191,-59.01191862,0
HIMMELP3,TRUE,random_post,10,1,TRUE,6,6,0.007117252,0.007600584,-59.01145661,0
HIMMELP3,TRUE,random_raw,10,1,TRUE,9,12,0.011417245,0.016170857,-59.01151773,0
HIMMELP4,TRUE,cutest,1,1,TRUE,10,10,0.016894686,0.016894686,-59.01144891,0
HIMMELP4,TRUE,llm_post,5,1,TRUE,10,10,0.011367029,0.011394523,-59.01169572,0
HIMMELP4,TRUE,llm_raw,5,1,TRUE,10,10,0.01157145,0.011714419,-59.01169572,0
HIMMELP4,TRUE,random_post,10,1,TRUE,6,6,0.007068532,0.007384473,-59.01145661,0
HIMMELP4,TRUE,random_raw,10,1,TRUE,9,12,0.010974486,0.015276812,-59.01151773,0
HIMMELP6,TRUE,cutest,1,1,TRUE,9,9,0.014804617,0.014804617,-59.0116974,0
HIMMELP6,TRUE,llm_post,5,1,TRUE,7,9,0.008646676,0.010787419,-59.01183229,0
HIMMELP6,TRUE,llm_raw,5,1,TRUE,9,10,0.011010212,0.013375578,-59.01271199,0
HIMMELP6,TRUE,random_post,10,1,TRUE,6,6,0.007022867,0.007463487,-59.01145661,0
HIMMELP6,TRUE,random_raw,10,1,TRUE,9,12,0.011472755,0.015786807,-59.01151773,0
HONG,TRUE,cutest,1,1,TRUE,2,2,0.002153405,0.002153405,4.061062663,0
HONG,TRUE,llm_post,5,1,TRUE,2,2,0.000270416,0.000314092,4.061062663,0
HONG,TRUE,llm_raw,5,1,TRUE,1,2,0.000250882,0.000283065,4.061062663,0
HONG,TRUE,random_post,10,1,TRUE,2,3,0.000305569,0.000340292,4.061062663,0
HONG,TRUE,random_raw,10,1,TRUE,2,2.5,0.000187111,0.00031136,4.061062663,0
HS1,TRUE,cutest,1,1,TRUE,30,30,0.065172941,0.065172941,2.37E-16,0
HS1,TRUE,llm_post,5,1,TRUE,24,29,0.000974717,0.001164419,2.37E-16,0
HS1,TRUE,llm_raw,5,1,TRUE,24,29,0.000915321,0.001066191,2.37E-16,0
HS1,TRUE,random_post,10,0.4,TRUE,80,89.5,0.001627654,0.002576444,1.57E+18,0
HS1,TRUE,random_raw,10,0.4,TRUE,80,89.5,0.003363689,0.007344667,1.57E+18,0
HS10,FALSE,cutest,1,0,FALSE,,,,,,0
HS10,FALSE,llm_post,5,0,FALSE,,,,,,0
HS10,FALSE,llm_raw,5,0,FALSE,,,,,,0
HS10,FALSE,random_post,10,0.1,TRUE,1,1,0.493356546,0.493356546,-3.63105E+15,0
HS10,FALSE,random_raw,10,1,TRUE,1,1,0.083913525,0.085818163,-1.70E+20,0
HS100,FALSE,cutest,1,1,TRUE,17,17,0.02782233,0.02782233,-16.09731739,0
HS100,FALSE,llm_post,5,1,TRUE,17,17,0.021886345,0.02271584,-16.09731739,0
HS100,FALSE,llm_raw,5,1,TRUE,17,17,0.021542403,0.022982955,-16.09731739,0
HS100,FALSE,random_post,10,1,TRUE,1,1,0.10573476,0.108986619,5.07E+110,0
HS100,FALSE,random_raw,10,1,TRUE,1,1,0.105707522,0.10911411,3.62E+113,0
HS100LNP,FALSE,cutest,1,1,TRUE,17,17,0.03116762,0.03116762,-16.09731739,0
HS100LNP,FALSE,llm_post,5,1,TRUE,17,17,0.02302185,0.033006535,-16.09731739,0
HS100LNP,FALSE,llm_raw,5,1,TRUE,14,17,0.018445257,0.021673143,-16.09731739,0
HS100LNP,FALSE,random_post,10,1,TRUE,1,1,0.105743911,0.113028788,5.07E+110,0
HS100LNP,FALSE,random_raw,10,1,TRUE,1,1,0.108267114,0.117855475,3.62E+113,0
HS101,TRUE,cutest,1,1,TRUE,176,176,0.505610316,0.505610316,0.693401752,0
HS101,TRUE,llm_post,5,1,TRUE,88,103,0.105409103,0.11299766,0.693401752,0
HS101,TRUE,llm_raw,5,1,TRUE,102,264,0.251106304,0.274935221,0.693401752,0
HS101,TRUE,random_post,10,1,TRUE,72,100.5,0.094525182,0.118635004,0.693401752,0
HS101,TRUE,random_raw,10,1,TRUE,86,122.5,0.101619507,0.123466732,0.693401752,0
HS103,TRUE,cutest,1,1,TRUE,120,120,0.128343555,0.128343555,0.68524895,0
HS103,TRUE,llm_post,5,1,TRUE,80,99,0.084789408,0.113364894,0.685242951,0
HS103,TRUE,llm_raw,5,1,TRUE,100,120,0.111024283,0.12102085,0.68524889,0
HS103,TRUE,random_post,10,1,TRUE,70,87.5,0.079888352,0.100152133,0.685242951,0
HS103,TRUE,random_raw,10,1,TRUE,59,95,0.085750433,0.105754382,0.685242951,0
HS105,TRUE,cutest,1,1,TRUE,51,51,0.185326818,0.185326818,1044.72513,0
HS105,TRUE,llm_post,5,1,TRUE,70,70,0.072501207,0.075371001,1044.611696,0
HS105,TRUE,llm_raw,5,1,TRUE,70,70,0.073793661,0.074682164,1044.611696,0
HS105,TRUE,random_post,10,1,TRUE,40,50,0.047516752,0.058440527,1044.611696,0
HS105,TRUE,random_raw,10,1,TRUE,40,50,0.045781707,0.060225375,1044.611696,0
HS107,TRUE,cutest,1,1,TRUE,10,10,0.021076854,0.021076854,0.001518128,0
HS107,TRUE,llm_post,5,1,TRUE,11,11,0.017152729,0.021545284,0.000424079,0
HS107,TRUE,llm_raw,5,1,TRUE,10,10,0.012993774,0.014019916,0.001518128,0
HS107,TRUE,random_post,10,1,TRUE,10,11,0.014793222,0.017794449,0.000266827,0
HS107,TRUE,random_raw,10,1,TRUE,25,25,0.108810907,0.111575135,1.47E+60,0
HS108,TRUE,cutest,1,0,FALSE,,,,,,0
HS108,TRUE,llm_post,5,0,FALSE,,,,,,0
HS108,TRUE,llm_raw,5,0,FALSE,,,,,,0
HS108,TRUE,random_post,10,0,FALSE,,,,,,0
HS108,TRUE,random_raw,10,1,TRUE,1,1,0.106171504,0.10884466,-6.00E+39,0
HS109,TRUE,cutest,1,1,TRUE,17,17,0.027051328,0.027051328,0.001601582,0
HS109,TRUE,llm_post,5,1,TRUE,16,16,0.021384687,0.02890438,6.38E-05,0
HS109,TRUE,llm_raw,5,1,TRUE,10,10,0.014528303,0.014813805,6.35E-05,0
HS109,TRUE,random_post,10,1,TRUE,10,10,0.01436573,0.015102918,1.16E-05,0
HS109,TRUE,random_raw,10,1,TRUE,25,25,0.107593136,0.112163262,1.15E+51,0
HS11,FALSE,cutest,1,1,TRUE,3,3,0.007148622,0.007148622,-25,0
HS11,FALSE,llm_post,5,1,TRUE,3,3,0.002879105,0.00296762,-25,0
HS11,FALSE,llm_raw,5,1,TRUE,3,3,0.002820027,0.002958189,-25,0
HS11,FALSE,random_post,10,1,TRUE,1,1,0.102432792,0.106071845,4.07E+38,0
HS11,FALSE,random_raw,10,1,TRUE,1,1,0.101259007,0.105023792,4.50E+38,0
HS112,TRUE,cutest,1,0,FALSE,,,,,,0
HS112,TRUE,llm_post,5,0,FALSE,,,,,,0
HS112,TRUE,llm_raw,5,0,FALSE,,,,,,0
HS112,TRUE,random_post,10,0,FALSE,,,,,,0
HS112,TRUE,random_raw,10,1,TRUE,1,1,0.000130538,0.000151895,-1.24E+22,0
HS113,FALSE,cutest,1,1,TRUE,24,24,0.035275481,0.035275481,-31,0
HS113,FALSE,llm_post,5,1,TRUE,24,24,0.028281653,0.029472677,-31,0
HS113,FALSE,llm_raw,5,1,TRUE,24,24,0.028921684,0.029563362,-31,0
HS113,FALSE,random_post,10,1,TRUE,1,1,0.110316557,0.113099967,1.42E+40,0
HS113,FALSE,random_raw,10,1,TRUE,1,1,0.109540729,0.112726759,2.92E+40,0
HS119,TRUE,cutest,1,1,TRUE,3,3,0.00234252,0.00234252,46,0
HS119,TRUE,llm_post,5,1,TRUE,2,2,0.000451997,0.000469729,46,0
HS119,TRUE,llm_raw,5,1,TRUE,3,3,0.00025215,0.000274379,46,0
HS119,TRUE,random_post,10,1,TRUE,2,2,0.000386927,0.000492656,46,0
HS119,TRUE,random_raw,10,1,TRUE,2,2.5,0.000247769,0.000519257,46,0
HS12,FALSE,cutest,1,1,TRUE,10,10,0.019102666,0.019102666,-122.5,0
HS12,FALSE,llm_post,5,1,TRUE,10,10,0.012836034,0.013515427,-122.5,0
HS12,FALSE,llm_raw,5,1,TRUE,10,10,0.014342451,0.016032618,-122.5,0
HS12,FALSE,random_post,10,1,TRUE,29,31,0.028899845,0.033678977,-122.5,0
HS12,FALSE,random_raw,10,1,TRUE,1,1,0.102945314,0.1055053,3.52E+38,0
HS13,TRUE,cutest,1,1,TRUE,12,12,0.021759687,0.021759687,3.53E-05,0
HS13,TRUE,llm_post,5,1,TRUE,10,10,0.013073344,0.013279834,4.80E-05,0
HS13,TRUE,llm_raw,5,1,TRUE,10,10,0.013043202,0.013424864,4.80E-05,0
HS13,TRUE,random_post,10,1,TRUE,10,10,0.013266938,0.013448661,4.80E-05,0
HS13,TRUE,random_raw,10,1,TRUE,1,1,0.101147584,0.101737378,1.69E+38,0
HS17,TRUE,cutest,1,1,TRUE,47,47,0.049476034,0.049476034,0.2500064,0
HS17,TRUE,llm_post,5,1,TRUE,28,29,0.029691876,0.030300798,0.2500064,0
HS17,TRUE,llm_raw,5,1,TRUE,29,39,0.029180352,0.037113349,0.2500064,0
HS17,TRUE,random_post,10,1,TRUE,22,27.5,0.024688427,0.028271356,0.2500064,0
HS17,TRUE,random_raw,10,1,TRUE,420,420,0.114050357,0.118719105,4.82E+39,0
HS18,TRUE,cutest,1,1,TRUE,11,11,0.019047048,0.019047048,0.041223346,0
HS18,TRUE,llm_post,5,1,TRUE,13,13,0.016335705,0.016767907,0.040271084,0
HS18,TRUE,llm_raw,5,1,TRUE,11,11,0.013657725,0.01415535,0.040074147,0
HS18,TRUE,random_post,10,1,TRUE,9,13,0.013628619,0.01651083,0.040073506,0
HS18,TRUE,random_raw,10,1,TRUE,10,13.5,0.013758917,0.018562703,0.040073506,0
HS20,TRUE,cutest,1,1,TRUE,37,37,0.042856772,0.042856772,0.250821801,0
HS20,TRUE,llm_post,5,1,TRUE,27,31,0.027902268,0.029372462,0.250006401,0
HS20,TRUE,llm_raw,5,1,TRUE,27,29,0.026645394,0.027593904,0.250006401,0
HS20,TRUE,random_post,10,0.1,TRUE,26,26,0.053279989,0.053279989,0.250001039,0
HS20,TRUE,random_raw,10,1,TRUE,420,420,0.11846705,0.12009953,4.07E+40,0
HS21,TRUE,cutest,1,1,TRUE,10,10,0.017787842,0.017787842,-99.95983398,0
HS21,TRUE,llm_post,5,1,TRUE,5,10,0.007689035,0.011946535,-99.9598346,0
HS21,TRUE,llm_raw,5,1,TRUE,5,10,0.007806145,0.012132585,-99.9598346,0
HS21,TRUE,random_post,10,1,TRUE,9,10,0.011522728,0.013756333,-99.95999872,0
HS21,TRUE,random_raw,10,1,TRUE,9,10,0.011822009,0.01394623,-99.95999872,0
HS22,FALSE,cutest,1,1,TRUE,3,3,0.006660038,0.006660038,0,0
HS22,FALSE,llm_post,5,1,TRUE,3,3,0.00288922,0.002987191,2.47E-31,0
HS22,FALSE,llm_raw,5,1,TRUE,3,3,0.002863509,0.002960534,0,0
HS22,FALSE,random_post,10,1,TRUE,1,1,0.10233506,0.10568047,4.07E+38,0
HS22,FALSE,random_raw,10,1,TRUE,1,1,0.101253046,0.105155585,4.50E+38,0
HS23,TRUE,cutest,1,1,TRUE,4,4,0.013824699,0.013824699,9.33E-42,0
HS23,TRUE,llm_post,5,1,TRUE,3,4,0.004905705,0.015551204,2.87E-42,0
HS23,TRUE,llm_raw,5,1,TRUE,4,4,0.007720063,0.008126008,5.74E-42,0
HS23,TRUE,random_post,10,1,TRUE,5,6,0.005851109,0.008275649,8.97E-43,0
HS23,TRUE,random_raw,10,1,TRUE,5,5,0.005162088,0.006902388,2.30E-41,0
HS24,TRUE,cutest,1,0,FALSE,,,,,,0
HS24,TRUE,llm_post,5,0,FALSE,,,,,,0
HS24,TRUE,llm_raw,5,0,FALSE,,,,,,0
HS24,TRUE,random_post,10,1,TRUE,1,1,0.459877478,0.468410463,0,0
HS24,TRUE,random_raw,10,1,TRUE,1,1,0.106196383,0.109046563,3.65E+89,0
HS25,TRUE,cutest,1,1,TRUE,1,1,0.001395861,0.001395861,32.835,0
HS25,TRUE,llm_post,5,1,TRUE,1,1,0.000165845,0.000207327,32.835,0
HS25,TRUE,llm_raw,5,1,TRUE,1,1,0.000140986,0.000155341,32.835,0
HS25,TRUE,random_post,10,1,TRUE,1,42.5,0.000148554,0.001545244,1.42E-15,0
HS25,TRUE,random_raw,10,1,TRUE,1,42.5,0.000176425,0.001536809,1.42E-15,0
HS26,FALSE,cutest,1,1,TRUE,22,22,0.034179694,0.034179694,5.31E-10,0
HS26,FALSE,llm_post,5,1,TRUE,22,22,0.026540222,0.026905564,5.31E-10,0
HS26,FALSE,llm_raw,5,1,TRUE,22,22,0.02569092,0.026768686,5.31E-10,0
HS26,FALSE,random_post,10,1,TRUE,49,49,0.107185406,0.110239049,7.24E+73,0
HS26,FALSE,random_raw,10,1,TRUE,1,1,0.103414997,0.104638009,7.69E+72,0
HS268,FALSE,cutest,1,1,TRUE,36,36,0.046368976,0.046368976,-3.64E-12,0
HS268,FALSE,llm_post,5,1,TRUE,36,36,0.042158713,0.048540122,-2.18E-11,0
HS268,FALSE,llm_raw,5,1,TRUE,36,36,0.041889665,0.045483077,-1.09E-11,0
HS268,FALSE,random_post,10,1,TRUE,1,1,0.1058594,0.108415448,3.28E+41,0
HS268,FALSE,random_raw,10,1,TRUE,1,1,0.105977242,0.108882092,4.39E+42,0
HS30,TRUE,cutest,1,1,TRUE,5,5,0.011398695,0.011398695,1.000812015,0
HS30,TRUE,llm_post,5,1,TRUE,5,5,0.006421993,0.007393364,1.000812015,0
HS30,TRUE,llm_raw,5,1,TRUE,5,5,0.006270128,0.007070264,1.000812015,0
HS30,TRUE,random_post,10,1,TRUE,5,6,0.006295008,0.007279037,1.000805427,0
HS30,TRUE,random_raw,10,1,TRUE,5,6,0.006405167,0.007344543,1.000805427,0
HS31,TRUE,cutest,1,1,TRUE,11,11,0.021455992,0.021455992,1.0000064,0
HS31,TRUE,llm_post,5,1,TRUE,10,11,0.014250212,0.015197806,1.0000064,0
HS31,TRUE,llm_raw,5,1,TRUE,11,11,0.015268907,0.015728883,1.0000064,0
HS31,TRUE,random_post,10,1,TRUE,11,11.5,0.01272322,0.015303869,1.000032008,0
HS31,TRUE,random_raw,10,1,TRUE,11,11,0.012902063,0.014957609,1.000160201,0
HS32,TRUE,cutest,1,1,TRUE,14,14,0.022088213,0.022088213,0.000143629,0
HS32,TRUE,llm_post,5,1,TRUE,14,14,0.01688672,0.017234638,0.000143629,0
HS32,TRUE,llm_raw,5,1,TRUE,14,14,0.016516336,0.017321239,0.000143629,0
HS32,TRUE,random_post,10,1,TRUE,13,14,0.016741515,0.0173322,0.000143754,0
HS32,TRUE,random_raw,10,1,TRUE,1,1,0.103882865,0.105310948,3.48E+39,0
HS33,TRUE,cutest,1,1,TRUE,50,50,0.057708104,0.057708104,-5.99998718,0
HS33,TRUE,llm_post,5,1,TRUE,44,50,0.047694992,0.053264573,-5.999990624,0
HS33,TRUE,llm_raw,5,1,TRUE,44,50,0.048254389,0.052254167,-5.999990624,0
HS33,TRUE,random_post,10,1,TRUE,43,70,0.045971198,0.070495248,-5.999991097,0
HS33,TRUE,random_raw,10,1,TRUE,25,25,0.103938196,0.107752394,6.83E+50,0
HS34,TRUE,cutest,1,1,TRUE,109,109,0.11904092,0.11904092,-99.9999936,0
HS34,TRUE,llm_post,5,1,TRUE,109,109,0.106986011,0.109225298,-99.9999936,0
HS34,TRUE,llm_raw,5,1,TRUE,109,109,0.105800841,0.106872707,-99.9999936,0
HS34,TRUE,random_post,10,1,TRUE,93,109,0.094411638,0.105739198,-99.9999936,0
HS34,TRUE,random_raw,10,1,TRUE,48,90.5,0.051619647,0.088550026,-99.9999936,0
HS35,TRUE,cutest,1,1,TRUE,16,16,0.026853177,0.026853177,8.62E-13,0
HS35,TRUE,llm_post,5,1,TRUE,13,14,0.016843607,0.019754634,4.83E-13,0
